Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition,DATE,DateTime
18:51:00,17.77777777777778,12.77777777777778,72 ,ENE,10 ,0 ,30.14 ,0.0 ,Fair,2020-05-25,2020-05-25 18:51:00
19:51:00,17.22222222222222,13.333333333333334,78 ,NE,8 ,0 ,30.14 ,0.0 ,Fair,2020-05-25,2020-05-25 19:51:00
20:51:00,16.666666666666668,12.77777777777778,78 ,ENE,8 ,0 ,30.16 ,0.0 ,Fair,2020-05-25,2020-05-25 20:51:00
21:51:00,16.11111111111111,13.333333333333334,83 ,ENE,6 ,0 ,30.17 ,0.0 ,Fair,2020-05-25,2020-05-25 21:51:00
22:51:00,15.555555555555555,12.77777777777778,83 ,ENE,5 ,0 ,30.18 ,0.0 ,Fair,2020-05-25,2020-05-25 22:51:00
23:47:00,16.11111111111111,12.77777777777778,82 ,NE,3 ,0 ,30.19 ,0.0 ,Partly Cloudy,2020-05-25,2020-05-25 23:47:00
23:51:00,15.555555555555555,12.77777777777778,83 ,ENE,3 ,0 ,30.19 ,0.0 ,Partly Cloudy,2020-05-25,2020-05-25 23:51:00
00:51:00,15.0,12.77777777777778,87 ,NE,5 ,0 ,30.19 ,0.0 ,Partly Cloudy,2020-05-26,2020-05-26 00:51:00
01:22:00,15.0,12.77777777777778,87 ,ENE,5 ,0 ,30.18 ,0.0 ,Mostly Cloudy,2020-05-26,2020-05-26 01:22:00
01:41:00,15.0,12.77777777777778,87 ,ENE,6 ,0 ,30.18 ,0.0 ,Mostly Cloudy,2020-05-26,2020-05-26 01:41:00
01:51:00,15.0,12.77777777777778,87 ,NE,6 ,0 ,30.18 ,0.0 ,Mostly Cloudy,2020-05-26,2020-05-26 01:51:00
02:26:00,15.0,12.77777777777778,87 ,ENE,6 ,0 ,30.18 ,0.0 ,Mostly Cloudy,2020-05-26,2020-05-26 02:26:00
02:32:00,15.0,12.77777777777778,87 ,ENE,5 ,0 ,30.18 ,0.0 ,Cloudy,2020-05-26,2020-05-26 02:32:00
02:51:00,15.0,12.77777777777778,87 ,NE,6 ,0 ,30.18 ,0.0 ,Cloudy,2020-05-26,2020-05-26 02:51:00
03:10:00,14.444444444444445,12.77777777777778,90 ,NE,5 ,0 ,30.18 ,0.0 ,Cloudy,2020-05-26,2020-05-26 03:10:00
03:51:00,14.444444444444445,12.77777777777778,90 ,NE,6 ,0 ,30.17 ,0.0 ,Cloudy,2020-05-26,2020-05-26 03:51:00
04:07:00,14.444444444444445,12.77777777777778,90 ,NE,5 ,0 ,30.17 ,0.0 ,Cloudy,2020-05-26,2020-05-26 04:07:00
04:34:00,14.444444444444445,12.77777777777778,90 ,NNE,5 ,0 ,30.17 ,0.0 ,Fog,2020-05-26,2020-05-26 04:34:00
04:51:00,14.444444444444445,13.333333333333334,93 ,NNE,3 ,0 ,30.18 ,0.0 ,Fog,2020-05-26,2020-05-26 04:51:00
05:51:00,14.444444444444445,13.333333333333334,93 ,NE,3 ,0 ,30.19 ,0.0 ,Fog,2020-05-26,2020-05-26 05:51:00
06:41:00,15.0,13.333333333333334,90 ,ENE,3 ,0 ,30.20 ,0.0 ,Fog,2020-05-26,2020-05-26 06:41:00
06:51:00,15.0,13.333333333333334,90 ,NE,3 ,0 ,30.20 ,0.0 ,Fog,2020-05-26,2020-05-26 06:51:00
06:57:00,15.0,13.88888888888889,93 ,ENE,5 ,0 ,30.20 ,0.0 ,Fog,2020-05-26,2020-05-26 06:57:00
07:47:00,16.11111111111111,13.88888888888889,88 ,E,5 ,0 ,30.20 ,0.0 ,Fog,2020-05-26,2020-05-26 07:47:00
07:51:00,15.555555555555555,13.88888888888889,90 ,E,3 ,0 ,30.20 ,0.0 ,Fog,2020-05-26,2020-05-26 07:51:00
08:51:00,16.666666666666668,14.444444444444445,86 ,NE,6 ,0 ,30.21 ,0.0 ,Fog,2020-05-26,2020-05-26 08:51:00
09:03:00,16.666666666666668,13.88888888888889,84 ,ENE,6 ,0 ,30.21 ,0.0 ,Haze,2020-05-26,2020-05-26 09:03:00
09:32:00,17.77777777777778,14.444444444444445,80 ,ENE,5 ,0 ,30.20 ,0.0 ,Haze,2020-05-26,2020-05-26 09:32:00
09:51:00,18.33333333333333,14.444444444444445,78 ,ENE,5 ,0 ,30.20 ,0.0 ,Haze,2020-05-26,2020-05-26 09:51:00
10:51:00,20.0,14.444444444444445,70 ,NE,7 ,0 ,30.20 ,0.0 ,Partly Cloudy,2020-05-26,2020-05-26 10:51:00
11:51:00,22.22222222222222,15.555555555555555,66 ,VAR,5 ,0 ,30.20 ,0.0 ,Fair,2020-05-26,2020-05-26 11:51:00
12:51:00,22.77777777777778,15.555555555555555,64 ,VAR,7 ,0 ,30.20 ,0.0 ,Fair,2020-05-26,2020-05-26 12:51:00
13:51:00,23.33333333333333,15.555555555555555,62 ,S,7 ,0 ,30.18 ,0.0 ,Fair,2020-05-26,2020-05-26 13:51:00
14:51:00,24.444444444444443,15.0,56 ,S,8 ,0 ,30.17 ,0.0 ,Fair,2020-05-26,2020-05-26 14:51:00
15:51:00,23.88888888888889,15.0,57 ,SSE,12 ,0 ,30.16 ,0.0 ,Fair,2020-05-26,2020-05-26 15:51:00
16:51:00,23.33333333333333,15.0,59 ,S,13 ,0 ,30.15 ,0.0 ,Fair,2020-05-26,2020-05-26 16:51:00
17:51:00,22.22222222222222,15.0,64 ,SSE,9 ,0 ,30.14 ,0.0 ,Fair,2020-05-26,2020-05-26 17:51:00
18:51:00,21.11111111111111,14.444444444444445,65 ,S,12 ,0 ,30.14 ,0.0 ,Fair,2020-05-26,2020-05-26 18:51:00
19:51:00,18.88888888888889,13.88888888888889,73 ,SSE,10 ,0 ,30.16 ,0.0 ,Fair,2020-05-26,2020-05-26 19:51:00
20:51:00,17.22222222222222,13.88888888888889,81 ,S,9 ,0 ,30.17 ,0.0 ,Partly Cloudy,2020-05-26,2020-05-26 20:51:00
21:51:00,17.22222222222222,13.88888888888889,81 ,S,10 ,0 ,30.18 ,0.0 ,Partly Cloudy,2020-05-26,2020-05-26 21:51:00
22:49:00,17.22222222222222,12.77777777777778,77 ,SSE,6 ,0 ,30.18 ,0.0 ,Mostly Cloudy,2020-05-26,2020-05-26 22:49:00
22:51:00,16.666666666666668,13.333333333333334,80 ,SSE,6 ,0 ,30.18 ,0.0 ,Mostly Cloudy,2020-05-26,2020-05-26 22:51:00
23:41:00,16.666666666666668,13.88888888888889,84 ,S,8 ,0 ,30.19 ,0.0 ,Cloudy,2020-05-26,2020-05-26 23:41:00
23:51:00,16.666666666666668,13.88888888888889,84 ,S,8 ,0 ,30.19 ,0.0 ,Cloudy,2020-05-26,2020-05-26 23:51:00
00:51:00,16.11111111111111,13.88888888888889,87 ,S,5 ,0 ,30.19 ,0.0 ,Cloudy,2020-05-27,2020-05-27 00:51:00
01:41:00,16.11111111111111,13.88888888888889,87 ,SSE,5 ,0 ,30.19 ,0.0 ,Fog,2020-05-27,2020-05-27 01:41:00
01:51:00,16.11111111111111,13.88888888888889,87 ,S,6 ,0 ,30.19 ,0.0 ,Fog,2020-05-27,2020-05-27 01:51:00
02:22:00,16.11111111111111,13.88888888888889,87 ,SSE,7 ,0 ,30.19 ,0.0 ,Fog,2020-05-27,2020-05-27 02:22:00
02:48:00,16.11111111111111,13.88888888888889,88 ,S,6 ,0 ,30.19 ,0.0 ,Cloudy,2020-05-27,2020-05-27 02:48:00
02:51:00,16.11111111111111,13.88888888888889,87 ,S,6 ,0 ,30.20 ,0.0 ,Cloudy,2020-05-27,2020-05-27 02:51:00
03:14:00,16.11111111111111,13.88888888888889,87 ,S,5 ,0 ,30.19 ,0.0 ,Fog,2020-05-27,2020-05-27 03:14:00
03:51:00,15.555555555555555,13.88888888888889,90 ,S,5 ,0 ,30.20 ,0.0 ,Fog,2020-05-27,2020-05-27 03:51:00
04:51:00,15.555555555555555,13.88888888888889,90 ,ESE,3 ,0 ,30.19 ,0.0 ,Fog,2020-05-27,2020-05-27 04:51:00
05:40:00,15.555555555555555,13.88888888888889,90 ,S,3 ,0 ,30.20 ,0.0 ,Fog,2020-05-27,2020-05-27 05:40:00
05:51:00,15.555555555555555,13.88888888888889,90 ,SSE,5 ,0 ,30.21 ,0.0 ,Fog,2020-05-27,2020-05-27 05:51:00
06:07:00,15.555555555555555,13.88888888888889,90 ,CALM,0 ,0 ,30.21 ,0.0 ,Fog,2020-05-27,2020-05-27 06:07:00
06:51:00,16.11111111111111,14.444444444444445,90 ,S,5 ,0 ,30.22 ,0.0 ,Fog,2020-05-27,2020-05-27 06:51:00
07:51:00,16.666666666666668,15.0,90 ,S,3 ,0 ,30.23 ,0.0 ,Fog,2020-05-27,2020-05-27 07:51:00
08:01:00,16.666666666666668,15.555555555555555,93 ,CALM,0 ,0 ,30.22 ,0.0 ,Fog,2020-05-27,2020-05-27 08:01:00
08:36:00,17.77777777777778,15.0,84 ,VAR,3 ,0 ,30.23 ,0.0 ,Cloudy,2020-05-27,2020-05-27 08:36:00
08:41:00,17.77777777777778,15.555555555555555,87 ,S,6 ,0 ,30.23 ,0.0 ,Cloudy,2020-05-27,2020-05-27 08:41:00
08:51:00,17.77777777777778,15.555555555555555,87 ,SSW,6 ,0 ,30.23 ,0.0 ,Cloudy,2020-05-27,2020-05-27 08:51:00
09:06:00,17.77777777777778,15.0,84 ,SSW,5 ,0 ,30.23 ,0.0 ,Mostly Cloudy,2020-05-27,2020-05-27 09:06:00
09:14:00,18.88888888888889,15.555555555555555,81 ,SSW,5 ,0 ,30.23 ,0.0 ,Mostly Cloudy,2020-05-27,2020-05-27 09:14:00
09:51:00,20.0,15.555555555555555,76 ,S,5 ,0 ,30.22 ,0.0 ,Partly Cloudy,2020-05-27,2020-05-27 09:51:00
10:51:00,21.666666666666668,15.0,66 ,S,8 ,0 ,30.22 ,0.0 ,Mostly Cloudy,2020-05-27,2020-05-27 10:51:00
11:51:00,23.88888888888889,15.555555555555555,60 ,SSE,8 ,0 ,30.22 ,0.0 ,Mostly Cloudy,2020-05-27,2020-05-27 11:51:00
12:51:00,25.0,15.555555555555555,56 ,S,6 ,0 ,30.20 ,0.0 ,Mostly Cloudy,2020-05-27,2020-05-27 12:51:00
13:51:00,25.55555555555556,16.11111111111111,56 ,SSE,16 ,0 ,30.19 ,0.0 ,Mostly Cloudy,2020-05-27,2020-05-27 13:51:00
14:51:00,24.444444444444443,16.666666666666668,62 ,S,12 ,0 ,30.18 ,0.0 ,Mostly Cloudy,2020-05-27,2020-05-27 14:51:00
15:51:00,23.33333333333333,16.666666666666668,66 ,SSW,14 ,0 ,30.17 ,0.0 ,Mostly Cloudy,2020-05-27,2020-05-27 15:51:00
16:51:00,22.22222222222222,16.11111111111111,68 ,S,14 ,0 ,30.17 ,0.0 ,Mostly Cloudy,2020-05-27,2020-05-27 16:51:00
17:51:00,21.666666666666668,16.11111111111111,70 ,S,13 ,0 ,30.16 ,0.0 ,Mostly Cloudy,2020-05-27,2020-05-27 17:51:00
18:47:00,21.11111111111111,16.11111111111111,73 ,S,13 ,0 ,30.16 ,0.0 ,Mostly Cloudy,2020-05-27,2020-05-27 18:47:00
18:51:00,20.55555555555556,16.11111111111111,75 ,S,12 ,0 ,30.16 ,0.0 ,Mostly Cloudy,2020-05-27,2020-05-27 18:51:00
19:15:00,19.444444444444443,15.555555555555555,79 ,S,9 ,0 ,30.17 ,0.0 ,Mostly Cloudy,2020-05-27,2020-05-27 19:15:00
19:51:00,18.88888888888889,15.0,78 ,S,12 ,0 ,30.18 ,0.0 ,Cloudy,2020-05-27,2020-05-27 19:51:00
20:51:00,18.33333333333333,15.0,81 ,S,9 ,0 ,30.18 ,0.0 ,Cloudy,2020-05-27,2020-05-27 20:51:00
21:13:00,17.77777777777778,15.0,84 ,S,9 ,0 ,30.18 ,0.0 ,Cloudy,2020-05-27,2020-05-27 21:13:00
21:51:00,17.77777777777778,15.0,84 ,S,7 ,0 ,30.19 ,0.0 ,Cloudy,2020-05-27,2020-05-27 21:51:00
22:51:00,17.77777777777778,15.0,84 ,S,7 ,0 ,30.19 ,0.0 ,Mostly Cloudy,2020-05-27,2020-05-27 22:51:00
23:51:00,17.77777777777778,15.555555555555555,87 ,S,9 ,0 ,30.20 ,0.0 ,Cloudy,2020-05-27,2020-05-27 23:51:00
00:33:00,17.22222222222222,15.555555555555555,90 ,S,7 ,0 ,30.20 ,0.0 ,Cloudy,2020-05-28,2020-05-28 00:33:00
00:51:00,17.77777777777778,15.555555555555555,87 ,SSE,5 ,0 ,30.20 ,0.0 ,Cloudy,2020-05-28,2020-05-28 00:51:00
01:51:00,17.77777777777778,15.555555555555555,87 ,SSE,5 ,0 ,30.19 ,0.0 ,Cloudy,2020-05-28,2020-05-28 01:51:00
02:51:00,18.33333333333333,16.11111111111111,87 ,S,5 ,0 ,30.18 ,0.0 ,Cloudy,2020-05-28,2020-05-28 02:51:00
03:07:00,18.33333333333333,16.11111111111111,87 ,SSW,3 ,0 ,30.18 ,0.0 ,Mostly Cloudy,2020-05-28,2020-05-28 03:07:00
03:16:00,18.33333333333333,16.11111111111111,87 ,SSE,5 ,0 ,30.18 ,0.0 ,Partly Cloudy,2020-05-28,2020-05-28 03:16:00
03:37:00,18.33333333333333,16.11111111111111,87 ,SW,3 ,0 ,30.18 ,0.0 ,Cloudy,2020-05-28,2020-05-28 03:37:00
03:46:00,17.77777777777778,17.22222222222222,94 ,CALM,0 ,0 ,30.18 ,0.0 ,Cloudy,2020-05-28,2020-05-28 03:46:00
03:51:00,18.33333333333333,16.666666666666668,90 ,CALM,0 ,0 ,30.18 ,0.0 ,Cloudy,2020-05-28,2020-05-28 03:51:00
04:10:00,18.88888888888889,16.666666666666668,87 ,S,3 ,0 ,30.17 ,0.0 ,Light Rain,2020-05-28,2020-05-28 04:10:00
04:44:00,18.88888888888889,16.666666666666668,87 ,SSE,5 ,0 ,30.17 ,0.0 ,Cloudy,2020-05-28,2020-05-28 04:44:00
04:46:00,18.88888888888889,17.22222222222222,88 ,S,5 ,0 ,30.17 ,0.0 ,Cloudy,2020-05-28,2020-05-28 04:46:00
04:51:00,18.88888888888889,16.666666666666668,87 ,S,6 ,0 ,30.17 ,0.0 ,Cloudy,2020-05-28,2020-05-28 04:51:00
05:32:00,18.88888888888889,16.666666666666668,87 ,S,7 ,0 ,30.17 ,0.0 ,Light Rain,2020-05-28,2020-05-28 05:32:00
05:39:00,18.33333333333333,16.666666666666668,90 ,S,6 ,0 ,30.18 ,0.0 ,Fog,2020-05-28,2020-05-28 05:39:00
05:51:00,18.33333333333333,17.22222222222222,93 ,S,5 ,0 ,30.18 ,0.0 ,Fog,2020-05-28,2020-05-28 05:51:00
06:51:00,18.88888888888889,17.22222222222222,90 ,S,8 ,0 ,30.18 ,0.0 ,Cloudy,2020-05-28,2020-05-28 06:51:00
07:51:00,20.0,17.77777777777778,87 ,S,9 ,0 ,30.18 ,0.0 ,Cloudy,2020-05-28,2020-05-28 07:51:00
08:51:00,20.0,17.22222222222222,84 ,S,10 ,0 ,30.19 ,0.0 ,Cloudy,2020-05-28,2020-05-28 08:51:00
09:51:00,21.11111111111111,17.77777777777778,81 ,S,10 ,0 ,30.17 ,0.0 ,Cloudy,2020-05-28,2020-05-28 09:51:00
10:51:00,22.22222222222222,17.77777777777778,76 ,S,12 ,0 ,30.16 ,0.0 ,Cloudy,2020-05-28,2020-05-28 10:51:00
11:51:00,23.33333333333333,18.33333333333333,73 ,S,13 ,0 ,30.15 ,0.0 ,Cloudy,2020-05-28,2020-05-28 11:51:00
12:51:00,24.444444444444443,18.33333333333333,69 ,S,16 ,28 ,30.14 ,0.0 ,Cloudy,2020-05-28,2020-05-28 12:51:00
13:51:00,23.88888888888889,18.33333333333333,71 ,S,22 ,29 ,30.12 ,0.0 ,Cloudy / Windy,2020-05-28,2020-05-28 13:51:00
14:51:00,23.88888888888889,18.88888888888889,73 ,S,17 ,29 ,30.10 ,0.0 ,Mostly Cloudy,2020-05-28,2020-05-28 14:51:00
15:02:00,23.33333333333333,18.88888888888889,76 ,S,17 ,31 ,30.10 ,0.0 ,Cloudy,2020-05-28,2020-05-28 15:02:00
15:49:00,22.77777777777778,17.77777777777778,73 ,S,16 ,24 ,30.09 ,0.0 ,Cloudy,2020-05-28,2020-05-28 15:49:00
15:51:00,22.22222222222222,18.33333333333333,78 ,S,20 ,24 ,30.09 ,0.0 ,Cloudy,2020-05-28,2020-05-28 15:51:00
16:19:00,21.666666666666668,17.77777777777778,78 ,S,16 ,30 ,30.09 ,0.0 ,Cloudy,2020-05-28,2020-05-28 16:19:00
16:42:00,21.666666666666668,17.77777777777778,78 ,S,16 ,26 ,30.09 ,0.0 ,Cloudy,2020-05-28,2020-05-28 16:42:00
16:51:00,21.666666666666668,18.33333333333333,81 ,S,16 ,25 ,30.09 ,0.0 ,Cloudy,2020-05-28,2020-05-28 16:51:00
17:51:00,21.666666666666668,17.77777777777778,78 ,S,14 ,23 ,30.07 ,0.0 ,Cloudy,2020-05-28,2020-05-28 17:51:00
18:20:00,21.11111111111111,17.77777777777778,81 ,S,18 ,25 ,30.06 ,0.0 ,Cloudy,2020-05-28,2020-05-28 18:20:00
18:51:00,20.55555555555556,17.77777777777778,84 ,S,12 ,0 ,30.06 ,0.0 ,Light Drizzle,2020-05-28,2020-05-28 18:51:00
19:01:00,20.55555555555556,17.77777777777778,84 ,S,12 ,22 ,30.06 ,0.0 ,Light Drizzle,2020-05-28,2020-05-28 19:01:00
19:17:00,20.0,17.77777777777778,87 ,S,12 ,0 ,30.06 ,0.0 ,Drizzle and Fog,2020-05-28,2020-05-28 19:17:00
19:40:00,20.0,17.77777777777778,87 ,S,10 ,0 ,30.06 ,0.0 ,Drizzle and Fog,2020-05-28,2020-05-28 19:40:00
19:51:00,19.444444444444443,17.77777777777778,90 ,S,10 ,21 ,30.06 ,0.0 ,Drizzle and Fog,2020-05-28,2020-05-28 19:51:00
20:51:00,19.444444444444443,17.77777777777778,90 ,S,13 ,0 ,30.06 ,0.0 ,Drizzle and Fog,2020-05-28,2020-05-28 20:51:00
21:51:00,18.88888888888889,17.77777777777778,93 ,S,10 ,16 ,30.06 ,0.0 ,Drizzle and Fog,2020-05-28,2020-05-28 21:51:00
22:49:00,18.88888888888889,17.22222222222222,88 ,S,14 ,0 ,30.05 ,0.0 ,Fog,2020-05-28,2020-05-28 22:49:00
22:51:00,18.88888888888889,17.22222222222222,90 ,S,13 ,0 ,30.04 ,0.0 ,Fog,2020-05-28,2020-05-28 22:51:00
23:44:00,18.88888888888889,17.22222222222222,90 ,S,10 ,0 ,30.04 ,0.0 ,Fog,2020-05-28,2020-05-28 23:44:00
23:51:00,18.33333333333333,16.666666666666668,90 ,S,13 ,0 ,30.04 ,0.0 ,Fog,2020-05-28,2020-05-28 23:51:00
00:51:00,18.33333333333333,17.22222222222222,93 ,S,7 ,0 ,30.04 ,0.0 ,Fog,2020-05-29,2020-05-29 00:51:00
01:51:00,18.33333333333333,17.22222222222222,93 ,SSE,7 ,0 ,30.03 ,0.0 ,Fog,2020-05-29,2020-05-29 01:51:00
02:51:00,18.33333333333333,17.22222222222222,93 ,S,6 ,0 ,30.04 ,0.0 ,Fog,2020-05-29,2020-05-29 02:51:00
03:44:00,18.88888888888889,17.22222222222222,90 ,S,7 ,0 ,30.03 ,0.0 ,Fog,2020-05-29,2020-05-29 03:44:00
03:51:00,18.88888888888889,17.22222222222222,90 ,SSE,7 ,0 ,30.03 ,0.0 ,Fog,2020-05-29,2020-05-29 03:51:00
04:48:00,18.88888888888889,17.77777777777778,94 ,SSE,7 ,0 ,30.02 ,0.0 ,Cloudy,2020-05-29,2020-05-29 04:48:00
04:51:00,19.444444444444443,17.77777777777778,90 ,S,6 ,0 ,30.02 ,0.0 ,Cloudy,2020-05-29,2020-05-29 04:51:00
05:02:00,19.444444444444443,17.22222222222222,87 ,SSE,8 ,0 ,30.02 ,0.0 ,Cloudy,2020-05-29,2020-05-29 05:02:00
05:47:00,18.88888888888889,17.22222222222222,88 ,S,7 ,0 ,30.02 ,0.0 ,Cloudy,2020-05-29,2020-05-29 05:47:00
05:51:00,19.444444444444443,17.22222222222222,87 ,SSE,9 ,0 ,30.02 ,0.0 ,Cloudy,2020-05-29,2020-05-29 05:51:00
06:51:00,20.0,17.22222222222222,84 ,S,6 ,0 ,30.03 ,0.0 ,Cloudy,2020-05-29,2020-05-29 06:51:00
07:00:00,20.0,17.22222222222222,84 ,S,6 ,0 ,30.03 ,0.0 ,Cloudy,2020-05-29,2020-05-29 07:00:00
07:16:00,20.0,17.77777777777778,87 ,S,9 ,0 ,30.03 ,0.0 ,Cloudy,2020-05-29,2020-05-29 07:16:00
07:51:00,21.11111111111111,18.33333333333333,84 ,S,9 ,0 ,30.02 ,0.0 ,Cloudy,2020-05-29,2020-05-29 07:51:00
08:51:00,21.666666666666668,18.33333333333333,81 ,SSE,8 ,0 ,30.02 ,0.0 ,Cloudy,2020-05-29,2020-05-29 08:51:00
09:17:00,22.77777777777778,18.88888888888889,79 ,S,7 ,0 ,30.02 ,0.0 ,Cloudy,2020-05-29,2020-05-29 09:17:00
09:51:00,24.444444444444443,18.88888888888889,71 ,S,8 ,0 ,30.01 ,0.0 ,Cloudy,2020-05-29,2020-05-29 09:51:00
10:33:00,24.444444444444443,18.88888888888889,71 ,S,9 ,0 ,30.00 ,0.0 ,Cloudy,2020-05-29,2020-05-29 10:33:00
10:51:00,24.444444444444443,19.444444444444443,74 ,S,9 ,0 ,30.00 ,0.0 ,Cloudy,2020-05-29,2020-05-29 10:51:00
11:51:00,25.0,18.88888888888889,69 ,SSE,8 ,0 ,29.98 ,0.0 ,Mostly Cloudy,2020-05-29,2020-05-29 11:51:00
12:51:00,26.11111111111111,19.444444444444443,66 ,SSE,9 ,0 ,29.96 ,0.0 ,Mostly Cloudy,2020-05-29,2020-05-29 12:51:00
13:51:00,27.22222222222222,18.88888888888889,60 ,SSE,17 ,0 ,29.94 ,0.0 ,Mostly Cloudy,2020-05-29,2020-05-29 13:51:00
14:25:00,26.666666666666668,18.88888888888889,62 ,SSE,16 ,24 ,29.93 ,0.0 ,Thunder in the Vicinity,2020-05-29,2020-05-29 14:25:00
14:40:00,26.11111111111111,18.33333333333333,62 ,S,14 ,24 ,29.92 ,0.0 ,Mostly Cloudy,2020-05-29,2020-05-29 14:40:00
14:51:00,27.22222222222222,18.33333333333333,58 ,S,17 ,0 ,29.92 ,0.0 ,Mostly Cloudy,2020-05-29,2020-05-29 14:51:00
15:51:00,26.11111111111111,18.33333333333333,62 ,S,16 ,0 ,29.88 ,0.0 ,Partly Cloudy,2020-05-29,2020-05-29 15:51:00
16:51:00,26.666666666666668,18.88888888888889,62 ,S,21 ,26 ,29.86 ,0.0 ,Mostly Cloudy / Windy,2020-05-29,2020-05-29 16:51:00
17:51:00,26.666666666666668,18.88888888888889,62 ,S,16 ,23 ,29.85 ,0.0 ,Mostly Cloudy,2020-05-29,2020-05-29 17:51:00
18:51:00,24.444444444444443,18.33333333333333,69 ,S,10 ,0 ,29.86 ,0.0 ,Mostly Cloudy,2020-05-29,2020-05-29 18:51:00
